date,adj_close
2018-01-02,53.25
2018-01-02,59.307658817876
2018-01-02,80.8206275208134
2018-01-02,49.3715365880947
2018-01-02,40.8295515472505
2018-01-03,81.196756095663
2018-01-03,54.124
2018-01-03,52.6208697209555
2018-01-03,60.0653339740509
2018-01-03,40.8224408625505
2018-01-04,81.9114003878773
2018-01-04,52.8982518176631
2018-01-04,41.0120591212165
2018-01-04,54.32
2018-01-04,60.3341864488227
2018-01-05,41.4789940831815
2018-01-05,82.9269475399713
2018-01-05,55.1115
2018-01-05,61.3093378183566
2018-01-05,53.3465210989496
2018-01-08,83.0115764693125
2018-01-08,62.1937078327727
2018-01-08,55.347
2018-01-08,54.9810941688338
2018-01-08,41.3249292480154
2018-01-09,55.313
2018-01-09,62.4845074483421
2018-01-09,41.3201887915487
2018-01-09,54.9662344136531
2018-01-09,82.955157183085
2018-01-10,55.1305
2018-01-10,62.5658116290245
2018-01-10,55.3971673138953
2018-01-10,41.3107078786154
2018-01-10,82.5790286082354
2018-01-11,41.5453604737146
2018-01-11,55.4962323484337
2018-01-11,82.8235121818877
2018-01-11,55.276
2018-01-11,63.6806266218164
2018-01-12,84.2528007663163
2018-01-12,41.9743717839463
2018-01-12,56.113
2018-01-12,65.1032003844306
2018-01-12,55.223803503453
2018-01-16,54.5130118806397
2018-01-16,41.7610512429471
2018-01-16,56.088
2018-01-16,83.0773989699112
2018-01-16,65.0862412301778
2018-01-17,55.6547364036952
2018-01-17,56.599
2018-01-17,42.4507876588446
2018-01-17,84.7605743423633
2018-01-17,64.5944257568477
2018-01-18,64.5106275828928
2018-01-18,42.4887113105778
2018-01-18,84.7229614848783
2018-01-18,56.4895
2018-01-18,55.5853908795183
2018-01-19,42.2990930519118
2018-01-19,84.6289293411659
2018-01-19,56.8755
2018-01-19,56.9896377441007
2018-01-19,64.573476213359
2018-01-22,57.7905
2018-01-22,66.2060442095147
2018-01-22,41.9530397298464
2018-01-22,86.1428468549356
2018-01-22,57.8762698032197
2018-01-23,67.9633118692936
2018-01-23,41.9625206427797
2018-01-23,58.4985
2018-01-23,86.4155400717016
2018-01-23,59.1690685039463
2018-01-24,41.2941162809821
2018-01-24,86.3403143567317
2018-01-24,58.39883786041
2018-01-24,67.7124161460836
2018-01-24,58.212
2018-01-25,58.5185
2018-01-25,86.819878289665
2018-01-25,40.5569753004182
2018-01-25,58.5350522829003
2018-01-25,68.7319605958674
2018-01-26,88.4466343758896
2018-01-26,69.9340653531956
2018-01-26,60.2637371355961
2018-01-26,58.792
2018-01-26,40.6517844297512
2018-01-29,88.3149893746922
2018-01-29,61.1355094395344
2018-01-29,39.8103534069209
2018-01-29,70.7136876501682
2018-01-29,58.779
2018-01-30,39.5757008118218
2018-01-30,58.1845
2018-01-30,60.112662957925
2018-01-30,87.2054100788858
2018-01-30,71.7182681403172
2018-01-31,72.3701979817396
2018-01-31,89.3399397411575
2018-01-31,60.875463723871
2018-01-31,39.6847313105547
2018-01-31,58.497
2018-02-01,58.385
2018-02-01,39.7676892987211
2018-02-01,59.5628520162366
2018-02-01,88.6346986633144
2018-02-01,69.3330129745315
2018-02-02,55.595
2018-02-02,57.8341671635409
2018-02-02,38.0421631448607
2018-02-02,86.3027014992467
2018-02-02,71.3257135992312
2018-02-05,52.79
2018-02-05,82.7482864669177
2018-02-05,37.0917016232975
2018-02-05,69.3330129745315
2018-02-05,52.9254947021612
2018-02-06,55.8677262279529
2018-02-06,71.9686650648727
2018-02-06,85.8795568525409
2018-02-06,38.6418308878918
2018-02-06,54.03
2018-02-07,84.2622039806875
2018-02-07,70.6687957712638
2018-02-07,52.429
2018-02-07,37.8146212344615
2018-02-07,56.6651997559873
2018-02-08,67.362758289284
2018-02-08,50.076
2018-02-08,53.8715657820033
2018-02-08,36.774091040032
2018-02-08,79.9367253699168
2018-02-09,37.2220641761304
2018-02-09,82.9175443256001
2018-02-09,57.4775330392025
2018-02-09,51.889
2018-02-09,66.8190677558866
2018-02-12,83.8108496908679
2018-02-12,38.7213225631237
2018-02-12,56.4744995645008
2018-02-12,52.597
2018-02-12,69.1449658817876
2018-02-13,39.109225923568
2018-02-13,70.5555684766939
2018-02-13,57.6137474616928
2018-02-13,84.4690746968548
2018-02-13,52.605
2018-02-14,59.790701595675
2018-02-14,53.485
2018-02-14,72.3781787602114
2018-02-14,39.8302978144552
2018-02-14,85.7855247088285
2018-02-15,61.0488275343132
2018-02-15,87.533165064641
2018-02-15,54.476
2018-02-15,72.9123921191735
2018-02-15,41.1677314866619
2018-02-16,60.3900450546326
2018-02-16,54.74
2018-02-16,86.9096825593241
2018-02-16,72.2604622777511
2018-02-16,41.0344640744848
2018-02-20,87.5898452923971
2018-02-20,40.8964371118727
2018-02-20,61.6877970070862
2018-02-20,55.123
2018-02-20,73.2411004324844
2018-02-21,86.4279006233974
2018-02-21,55.567
2018-02-21,40.7108146449116
2018-02-21,59.8129912284462
2018-02-21,73.9678500720807
2018-02-22,74.088559346468
2018-02-22,60.0086446716596
2018-02-22,41.0511225010069
2018-02-22,86.6546215344217
2018-02-22,55.3315
2018-02-23,88.8557037122829
2018-02-23,74.8197981739548
2018-02-23,41.7650550662418
2018-02-23,56.3395
2018-02-23,60.9453891559003
2018-02-26,42.5908370666968
2018-02-26,57.1875
2018-02-26,75.914661220567
2018-02-26,90.1404555414207
2018-02-26,61.1064695566295
2018-02-27,75.4173589620375
2018-02-27,60.9776052360461
2018-02-27,88.9879575770471
2018-02-27,55.9145
2018-02-27,42.4528101040848
2018-02-28,88.5817492781285
2018-02-28,55.2365
2018-02-28,75.4408024987987
2018-02-28,59.9714722714913
2018-02-28,42.3885561732136
2018-03-01,87.7126524525352
2018-03-01,53.476
2018-03-01,74.4930850552619
2018-03-01,41.6460663053693
2018-03-01,57.5453536205083
2018-03-02,58.6183969053659
2018-03-02,74.8322681403172
2018-03-02,53.946
2018-03-02,41.9340191066807
2018-03-02,87.9015865450555
2018-03-05,88.4589421179903
2018-03-05,58.3978406643675
2018-03-05,75.9974617972129
2018-03-05,42.0791853949452
2018-03-05,54.5465
2018-03-06,54.753
2018-03-06,42.0434887666834
2018-03-06,60.0111228316708
2018-03-06,88.1566475699579
2018-03-06,76.6972763094666
2018-03-07,77.0643921191735
2018-03-07,59.9318217113118
2018-03-07,88.6667696197626
2018-03-07,41.6532056310217
2018-03-07,55.482
2018-03-08,77.4065679961557
2018-03-08,56.3
2018-03-08,42.1077426975546
2018-03-08,59.7682631505714
2018-03-08,89.2052317834454
2018-03-09,91.1984864595342
2018-03-09,78.7548207592504
2018-03-09,42.8311943636593
2018-03-09,58.002
2018-03-09,60.7966995552271
2018-03-12,79.7274781355118
2018-03-12,61.894524440197
2018-03-12,43.2452752514955
2018-03-12,58.225
2018-03-12,91.4157606659325
2018-03-13,89.1863383741933
2018-03-13,61.3865016378972
2018-03-13,42.8288145884418
2018-03-13,79.2182047092744
2018-03-13,56.9085
2018-03-14,88.6573229151366
2018-03-14,61.6417521190527
2018-03-14,57.4745
2018-03-14,42.464708980172
2018-03-14,79.3588659298414
2018-03-15,88.969064167795
2018-03-15,61.7904417197258
2018-03-15,42.5146842597385
2018-03-15,57.479
2018-03-15,78.9259086977415
2018-03-16,42.3647584210391
2018-03-16,62.0729519610047
2018-03-16,89.3658257620876
2018-03-16,78.3951869293609
2018-03-16,56.7865
2018-03-19,59.7236562703695
2018-03-19,87.7504392710393
2018-03-19,77.060900528592
2018-03-19,54.991
2018-03-19,41.7174595618928
2018-03-20,79.1349053339741
2018-03-20,41.7031809105881
2018-03-20,61.8499175599951
2018-03-20,54.8855
2018-03-20,87.9771601820636
2018-03-21,87.3631243813727
2018-03-21,78.9029639596348
2018-03-21,40.7584101492606
2018-03-21,54.544
2018-03-21,61.5971452388508
2018-03-22,59.9342998713231
2018-03-22,77.0604017299375
2018-03-22,40.1825045466378
2018-03-22,84.8219608369751
2018-03-22,52.454
2018-03-23,51.0785
2018-03-23,74.5983315713599
2018-03-23,39.252012436615
2018-03-23,57.7336937813609
2018-03-23,82.3563709295856
2018-03-26,77.6060874579529
