,index,y_fitted
0,2022-01-03,166.03067016601562
1,2022-01-04,164.98788452148438
2,2022-01-05,163.48703002929688
3,2022-01-06,162.03921508789062
4,2022-01-07,161.06219482421875
5,2022-01-10,160.64772033691406
6,2022-01-11,160.0594482421875
7,2022-01-12,159.2264404296875
8,2022-01-13,158.0357666015625
9,2022-01-14,156.91078186035156
10,2022-01-18,156.15187072753906
11,2022-01-19,155.51904296875
12,2022-01-20,155.67417907714844
13,2022-01-21,154.69371032714844
14,2022-01-24,154.81027221679688
15,2022-01-25,153.8257293701172
16,2022-01-26,152.96395874023438
17,2022-01-27,151.9622039794922
18,2022-01-28,150.66403198242188
19,2022-01-31,150.43898010253906
20,2022-02-01,150.4037322998047
21,2022-02-02,150.75717163085938
22,2022-02-03,150.89736938476562
23,2022-02-04,149.91029357910156
24,2022-02-07,149.7987060546875
25,2022-02-08,148.7952423095703
26,2022-02-09,148.49142456054688
27,2022-02-10,147.4385986328125
28,2022-02-11,146.57301330566406
29,2022-02-14,146.20819091796875
30,2022-02-15,145.8472900390625
31,2022-02-16,145.56207275390625
32,2022-02-17,144.5593719482422
33,2022-02-18,143.11422729492188
34,2022-02-22,143.0045928955078
35,2022-02-23,142.13746643066406
36,2022-02-24,142.37510681152344
37,2022-02-25,142.179443359375
38,2022-02-28,142.3341827392578
39,2022-03-01,142.6387176513672
40,2022-03-02,142.85952758789062
41,2022-03-03,142.88253784179688
42,2022-03-04,141.9119873046875
43,2022-03-07,141.96142578125
44,2022-03-08,141.29122924804688
45,2022-03-09,140.87648010253906
46,2022-03-10,140.31532287597656
47,2022-03-11,139.75408935546875
48,2022-03-14,139.81784057617188
49,2022-03-15,139.6287841796875
50,2022-03-16,139.23336791992188
51,2022-03-17,139.0438232421875
52,2022-03-18,138.2192840576172
53,2022-03-21,138.58114624023438
54,2022-03-22,138.33135986328125
55,2022-03-23,138.3572998046875
56,2022-03-24,137.435302734375
57,2022-03-25,137.2733612060547
58,2022-03-28,137.33328247070312
59,2022-03-29,137.7561798095703
60,2022-03-30,137.9095458984375
61,2022-03-31,137.71607971191406
62,2022-04-01,138.2350616455078
63,2022-04-04,138.3745574951172
64,2022-04-05,138.77694702148438
65,2022-04-06,138.99510192871094
66,2022-04-07,138.57403564453125
67,2022-04-08,138.2751007080078
68,2022-04-11,138.32675170898438
69,2022-04-12,138.22421264648438
70,2022-04-13,138.403076171875
71,2022-04-14,137.2165985107422
72,2022-04-18,137.3337860107422
73,2022-04-19,136.51617431640625
74,2022-04-20,136.7590789794922
75,2022-04-21,136.4266357421875
76,2022-04-22,136.4333038330078
77,2022-04-25,136.2183380126953
78,2022-04-26,135.8197784423828
79,2022-04-27,135.7727813720703
80,2022-04-28,135.03073120117188
81,2022-04-29,134.13076782226562
82,2022-05-02,134.40560913085938
83,2022-05-03,133.56007385253906
84,2022-05-04,133.0382537841797
85,2022-05-05,132.5085906982422
86,2022-05-06,131.69236755371094
87,2022-05-09,132.11422729492188
88,2022-05-10,132.1793670654297
89,2022-05-11,132.8612518310547
90,2022-05-12,132.68161010742188
91,2022-05-13,132.71458435058594
92,2022-05-16,132.7504119873047
93,2022-05-17,132.46717834472656
94,2022-05-18,133.23524475097656
95,2022-05-19,132.55735778808594
96,2022-05-20,132.30894470214844
97,2022-05-23,132.34503173828125
98,2022-05-24,132.2853240966797
99,2022-05-25,132.51370239257812
100,2022-05-26,132.22743225097656
101,2022-05-27,132.0109100341797
102,2022-05-31,131.9591827392578
103,2022-06-01,132.264404296875
104,2022-06-02,132.2180938720703
105,2022-06-03,131.7493896484375
106,2022-06-06,131.6800079345703
107,2022-06-07,131.113525390625
108,2022-06-08,131.3839111328125
109,2022-06-09,131.05850219726562
110,2022-06-10,130.81333923339844
111,2022-06-13,130.7069549560547
112,2022-06-14,130.1552734375
113,2022-06-15,130.3304443359375
114,2022-06-16,129.90655517578125
115,2022-06-17,129.6432342529297
116,2022-06-21,129.5433807373047
117,2022-06-22,129.1660614013672
118,2022-06-23,128.8147735595703
119,2022-06-24,128.18966674804688
120,2022-06-27,128.43748474121094
121,2022-06-28,128.33294677734375
122,2022-06-29,128.4624786376953
123,2022-06-30,128.5184326171875
124,2022-07-01,129.0715789794922
125,2022-07-05,129.67527770996094
126,2022-07-06,129.9768829345703
127,2022-07-07,129.73208618164062
128,2022-07-08,129.35873413085938
129,2022-07-11,129.42401123046875
130,2022-07-12,129.62428283691406
131,2022-07-13,129.3240966796875
132,2022-07-14,128.21121215820312
133,2022-07-15,127.04634857177734
134,2022-07-18,126.63261413574219
135,2022-07-19,126.6681900024414
136,2022-07-20,127.3924331665039
137,2022-07-21,127.1435317993164
138,2022-07-22,126.42259979248047
139,2022-07-25,126.61030578613281
140,2022-07-26,126.72492980957031
141,2022-07-27,127.17326354980469
142,2022-07-28,127.23442077636719
143,2022-07-29,126.62297821044922
144,2022-08-01,127.03227233886719
145,2022-08-02,126.49037170410156
146,2022-08-03,126.65255737304688
147,2022-08-04,126.490478515625
148,2022-08-05,126.10887908935547
149,2022-08-08,126.37799072265625
150,2022-08-09,126.10618591308594
151,2022-08-10,125.98137664794922
152,2022-08-11,125.72528076171875
153,2022-08-12,124.86821746826172
154,2022-08-15,125.21478271484375
155,2022-08-16,124.71224975585938
156,2022-08-17,124.97164154052734
157,2022-08-18,124.63387298583984
158,2022-08-19,124.76712036132812
159,2022-08-22,124.84941101074219
160,2022-08-23,125.18968200683594
161,2022-08-24,125.23440551757812
162,2022-08-25,125.31205749511719
163,2022-08-26,124.89823150634766
