,index,y_fitted
0,2022-01-03,143.597412109375
1,2022-01-04,142.43959045410156
2,2022-01-05,141.33651733398438
3,2022-01-06,140.38844299316406
4,2022-01-07,139.56898498535156
5,2022-01-10,138.77078247070312
6,2022-01-11,137.97476196289062
7,2022-01-12,137.17910766601562
8,2022-01-13,136.39776611328125
9,2022-01-14,135.64044189453125
10,2022-01-18,134.90692138671875
11,2022-01-19,134.1940460205078
12,2022-01-20,133.49850463867188
13,2022-01-21,132.81878662109375
14,2022-01-24,132.15443420410156
15,2022-01-25,131.50534057617188
16,2022-01-26,130.87109375
17,2022-01-27,130.2510986328125
18,2022-01-28,129.6446075439453
19,2022-01-31,129.05101013183594
20,2022-02-01,128.4698028564453
21,2022-02-02,127.9004898071289
22,2022-02-03,127.34258270263672
23,2022-02-04,126.795654296875
24,2022-02-07,126.25927734375
25,2022-02-08,125.7330551147461
26,2022-02-09,125.2165756225586
27,2022-02-10,124.70951080322266
28,2022-02-11,124.21149444580078
29,2022-02-14,123.72218322753906
30,2022-02-15,123.24128723144531
31,2022-02-16,122.7684326171875
32,2022-02-17,122.30339050292969
33,2022-02-18,121.84584045410156
34,2022-02-22,121.39556884765625
35,2022-02-23,120.95227813720703
36,2022-02-24,120.51576232910156
37,2022-02-25,120.08576202392578
38,2022-02-28,119.66201782226562
39,2022-03-01,119.24437713623047
40,2022-03-02,118.83262634277344
41,2022-03-03,118.42655944824219
42,2022-03-04,118.02595520019531
43,2022-03-07,117.63067626953125
44,2022-03-08,117.24051666259766
45,2022-03-09,116.8553237915039
46,2022-03-10,116.47496032714844
47,2022-03-11,116.0992202758789
48,2022-03-14,115.72795867919922
49,2022-03-15,115.36103057861328
50,2022-03-16,114.99832916259766
51,2022-03-17,114.63973236083984
52,2022-03-18,114.28504943847656
53,2022-03-21,113.93417358398438
54,2022-03-22,113.58699798583984
55,2022-03-23,113.24339294433594
56,2022-03-24,112.90325164794922
57,2022-03-25,112.56646728515625
58,2022-03-28,112.23289489746094
59,2022-03-29,111.90249633789062
60,2022-03-30,111.57513427734375
61,2022-03-31,111.25071716308594
62,2022-04-01,110.92913055419922
63,2022-04-04,110.61031341552734
64,2022-04-05,110.29415893554688
65,2022-04-06,109.9805908203125
66,2022-04-07,109.66948699951172
67,2022-04-08,109.36080932617188
68,2022-04-11,109.05448150634766
69,2022-04-12,108.75041198730469
70,2022-04-13,108.4485092163086
71,2022-04-14,108.14873504638672
72,2022-04-18,107.8509521484375
73,2022-04-19,107.55514526367188
74,2022-04-20,107.2612533569336
75,2022-04-21,106.96920776367188
76,2022-04-22,106.67892456054688
77,2022-04-25,106.39033508300781
78,2022-04-26,106.1033706665039
79,2022-04-27,105.8180160522461
80,2022-04-28,105.53417205810547
81,2022-04-29,105.25178527832031
82,2022-05-02,104.9708023071289
83,2022-05-03,104.69115447998047
84,2022-05-04,104.41282653808594
85,2022-05-05,104.13574981689453
86,2022-05-06,103.8598403930664
87,2022-05-09,103.5850601196289
88,2022-05-10,103.31134796142578
89,2022-05-11,103.03868865966797
90,2022-05-12,102.76703643798828
91,2022-05-13,102.49632263183594
92,2022-05-16,102.22647094726562
93,2022-05-17,101.95745849609375
94,2022-05-18,101.68927764892578
95,2022-05-19,101.42181396484375
96,2022-05-20,101.15507507324219
97,2022-05-23,100.88897705078125
98,2022-05-24,100.62347412109375
99,2022-05-25,100.35858154296875
100,2022-05-26,100.09422302246094
101,2022-05-27,99.83033752441406
102,2022-05-31,99.56689453125
103,2022-06-01,99.30384826660156
104,2022-06-02,99.04119873046875
105,2022-06-03,98.77886962890625
106,2022-06-06,98.51679992675781
107,2022-06-07,98.25496673583984
108,2022-06-08,97.99334716796875
109,2022-06-09,97.73189544677734
110,2022-06-10,97.47055053710938
111,2022-06-13,97.20929718017578
112,2022-06-14,96.94808197021484
113,2022-06-15,96.68684387207031
114,2022-06-16,96.42556762695312
115,2022-06-17,96.16425323486328
116,2022-06-21,95.90281677246094
117,2022-06-22,95.64122772216797
118,2022-06-23,95.3794174194336
119,2022-06-24,95.11738586425781
120,2022-06-27,94.8551025390625
121,2022-06-28,94.5925064086914
122,2022-06-29,94.32955169677734
123,2022-06-30,94.06622314453125
124,2022-07-01,93.80248260498047
125,2022-07-05,93.53828430175781
126,2022-07-06,93.2735824584961
127,2022-07-07,93.00833892822266
128,2022-07-08,92.74250793457031
129,2022-07-11,92.47608184814453
130,2022-07-12,92.20899200439453
131,2022-07-13,91.94122314453125
132,2022-07-14,91.6727066040039
133,2022-07-15,91.40342712402344
134,2022-07-18,91.13333129882812
135,2022-07-19,90.86237335205078
136,2022-07-20,90.59051513671875
137,2022-07-21,90.31771850585938
138,2022-07-22,90.0439453125
139,2022-07-25,89.76914978027344
140,2022-07-26,89.4933090209961
141,2022-07-27,89.21638488769531
142,2022-07-28,88.93831634521484
143,2022-07-29,88.65904235839844
144,2022-08-01,88.3785400390625
145,2022-08-02,88.09675598144531
146,2022-08-03,87.81365203857422
147,2022-08-04,87.52920532226562
148,2022-08-05,87.24335479736328
149,2022-08-08,86.9560317993164
150,2022-08-09,86.667236328125
151,2022-08-10,86.3770523071289
152,2022-08-11,86.08586120605469
153,2022-08-12,85.7934799194336
154,2022-08-15,85.49981689453125
155,2022-08-16,85.20478820800781
156,2022-08-17,84.90831756591797
157,2022-08-18,84.61042785644531
158,2022-08-19,84.3110122680664
159,2022-08-22,84.01005554199219
160,2022-08-23,83.70750427246094
161,2022-08-24,83.40332794189453
162,2022-08-25,83.09746551513672
163,2022-08-26,82.78988647460938
